Unnamed: 0,YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
18355,2021,9,OH,Total Electric Power Industry,Total,10372760.0
18409,2021,9,OK,Total Electric Power Industry,Total,7218298.0
18446,2021,9,OR,Total Electric Power Industry,Total,4404178.0
18487,2021,9,PA,Total Electric Power Industry,Total,19958140.0
18540,2021,9,RI,Total Electric Power Industry,Total,774914.0
18565,2021,9,SC,Total Electric Power Industry,Total,8295645.0
18612,2021,9,SD,Total Electric Power Industry,Total,1306501.0
18640,2021,9,TN,Total Electric Power Industry,Total,6794722.0
18683,2021,9,TX,Total Electric Power Industry,Total,44200351.0
18808,2021,9,UT,Total Electric Power Industry,Total,4024420.0
18846,2021,9,VA,Total Electric Power Industry,Total,7585252.0
18896,2021,9,VT,Total Electric Power Industry,Total,160110.0
18925,2021,9,WA,Total Electric Power Industry,Total,7428798.0
18969,2021,9,WI,Total Electric Power Industry,Total,5195282.0
19019,2021,9,WV,Total Electric Power Industry,Total,4806410.0
19045,2021,9,WY,Total Electric Power Industry,Total,3866123.0
19073,2021,10,AK,Total Electric Power Industry,Total,470063.0
19108,2021,10,AL,Total Electric Power Industry,Total,11897593.0
19142,2021,10,AR,Total Electric Power Industry,Total,4821257.0
19182,2021,10,AZ,Total Electric Power Industry,Total,8511808.0
19218,2021,10,CA,Total Electric Power Industry,Total,16376957.0
19281,2021,10,CO,Total Electric Power Industry,Total,4186754.0
19328,2021,10,CT,Total Electric Power Industry,Total,2995826.0
19369,2021,10,DC,Total Electric Power Industry,Total,15970.0
19380,2021,10,DE,Total Electric Power Industry,Total,222026.0
19410,2021,10,FL,Total Electric Power Industry,Total,20145563.0
19456,2021,10,GA,Total Electric Power Industry,Total,9755428.0
19502,2021,10,HI,Total Electric Power Industry,Total,790787.0
19542,2021,10,IA,Total Electric Power Industry,Total,5430947.0
19585,2021,10,ID,Total Electric Power Industry,Total,1132608.0
19623,2021,10,IL,Total Electric Power Industry,Total,13568903.0
19673,2021,10,IN,Total Electric Power Industry,Total,6589878.0
19719,2021,10,KS,Total Electric Power Industry,Total,4334915.0
19746,2021,10,KY,Total Electric Power Industry,Total,4880493.0
19772,2021,10,LA,Total Electric Power Industry,Total,9063974.0
19809,2021,10,MA,Total Electric Power Industry,Total,1502326.0
19855,2021,10,MD,Total Electric Power Industry,Total,3508641.0
19897,2021,10,ME,Total Electric Power Industry,Total,979777.0
19939,2021,10,MI,Total Electric Power Industry,Total,9744104.0
19995,2021,10,MN,Total Electric Power Industry,Total,4710897.0
20045,2021,10,MO,Total Electric Power Industry,Total,6252552.0
20089,2021,10,MS,Total Electric Power Industry,Total,5043275.0
20117,2021,10,MT,Total Electric Power Industry,Total,1891958.0
20152,2021,10,NC,Total Electric Power Industry,Total,9965263.0
20202,2021,10,ND,Total Electric Power Industry,Total,3351861.0
20229,2021,10,NE,Total Electric Power Industry,Total,3257200.0
20262,2021,10,NH,Total Electric Power Industry,Total,831658.0
20297,2021,10,NJ,Total Electric Power Industry,Total,5061314.0
20343,2021,10,NM,Total Electric Power Industry,Total,2633301.0
20377,2021,10,NV,Total Electric Power Industry,Total,3139271.0
20416,2021,10,NY,Total Electric Power Industry,Total,9862350.0
20471,2021,10,OH,Total Electric Power Industry,Total,10527013.0
20525,2021,10,OK,Total Electric Power Industry,Total,6443538.0
20562,2021,10,OR,Total Electric Power Industry,Total,4496832.0
20603,2021,10,PA,Total Electric Power Industry,Total,17420078.0
20656,2021,10,RI,Total Electric Power Industry,Total,856889.0
20681,2021,10,SC,Total Electric Power Industry,Total,7468265.0
20728,2021,10,SD,Total Electric Power Industry,Total,1286146.0
20756,2021,10,TN,Total Electric Power Industry,Total,5187187.0
20799,2021,10,TX,Total Electric Power Industry,Total,39393880.0
20925,2021,10,UT,Total Electric Power Industry,Total,3344954.0
20964,2021,10,VA,Total Electric Power Industry,Total,6914886.0
21014,2021,10,VT,Total Electric Power Industry,Total,185308.0
21043,2021,10,WA,Total Electric Power Industry,Total,7671446.0
21087,2021,10,WI,Total Electric Power Industry,Total,4561753.0
21137,2021,10,WV,Total Electric Power Industry,Total,3415933.0
21163,2021,10,WY,Total Electric Power Industry,Total,3536787.0
21191,2021,11,AK,Total Electric Power Industry,Total,509618.0
21226,2021,11,AL,Total Electric Power Industry,Total,12430608.0
21260,2021,11,AR,Total Electric Power Industry,Total,4128279.0
21300,2021,11,AZ,Total Electric Power Industry,Total,7410368.0
21336,2021,11,CA,Total Electric Power Industry,Total,14872424.0
21399,2021,11,CO,Total Electric Power Industry,Total,4271071.0
21446,2021,11,CT,Total Electric Power Industry,Total,3935668.0
21487,2021,11,DC,Total Electric Power Industry,Total,17601.0
21498,2021,11,DE,Total Electric Power Industry,Total,346450.0
21528,2021,11,FL,Total Electric Power Industry,Total,17033671.0
21574,2021,11,GA,Total Electric Power Industry,Total,9841312.0
21619,2021,11,HI,Total Electric Power Industry,Total,787748.0
21659,2021,11,IA,Total Electric Power Industry,Total,5673447.0
21702,2021,11,ID,Total Electric Power Industry,Total,1420311.0
21740,2021,11,IL,Total Electric Power Industry,Total,14946236.0
21790,2021,11,IN,Total Electric Power Industry,Total,5871719.0
21835,2021,11,KS,Total Electric Power Industry,Total,4413179.0
21862,2021,11,KY,Total Electric Power Industry,Total,5243893.0
21888,2021,11,LA,Total Electric Power Industry,Total,7995948.0
21925,2021,11,MA,Total Electric Power Industry,Total,1229088.0
21971,2021,11,MD,Total Electric Power Industry,Total,3296986.0
22013,2021,11,ME,Total Electric Power Industry,Total,998715.0
22055,2021,11,MI,Total Electric Power Industry,Total,9964655.0
22111,2021,11,MN,Total Electric Power Industry,Total,5043459.0
22161,2021,11,MO,Total Electric Power Industry,Total,6337690.0
22205,2021,11,MS,Total Electric Power Industry,Total,5241747.0
22233,2021,11,MT,Total Electric Power Industry,Total,2255853.0
22268,2021,11,NC,Total Electric Power Industry,Total,10617471.0
22318,2021,11,ND,Total Electric Power Industry,Total,3782088.0
22345,2021,11,NE,Total Electric Power Industry,Total,3153674.0
22378,2021,11,NH,Total Electric Power Industry,Total,1165878.0
22413,2021,11,NJ,Total Electric Power Industry,Total,5045254.0
22459,2021,11,NM,Total Electric Power Industry,Total,2818653.0
22493,2021,11,NV,Total Electric Power Industry,Total,2978752.0
22532,2021,11,NY,Total Electric Power Industry,Total,10098600.0
22587,2021,11,OH,Total Electric Power Industry,Total,10180765.0
22642,2021,11,OK,Total Electric Power Industry,Total,6045368.0
22679,2021,11,OR,Total Electric Power Industry,Total,5079566.0
22719,2021,11,PA,Total Electric Power Industry,Total,18128891.0
22772,2021,11,RI,Total Electric Power Industry,Total,684859.0
22797,2021,11,SC,Total Electric Power Industry,Total,7246224.0
22844,2021,11,SD,Total Electric Power Industry,Total,1449083.0
22872,2021,11,TN,Total Electric Power Industry,Total,5366656.0
22915,2021,11,TX,Total Electric Power Industry,Total,35646613.0
23041,2021,11,UT,Total Electric Power Industry,Total,3324665.0
23079,2021,11,VA,Total Electric Power Industry,Total,6816187.0
23129,2021,11,VT,Total Electric Power Industry,Total,158304.0
23158,2021,11,WA,Total Electric Power Industry,Total,8932647.0
23202,2021,11,WI,Total Electric Power Industry,Total,4314389.0
23252,2021,11,WV,Total Electric Power Industry,Total,3554828.0
23278,2021,11,WY,Total Electric Power Industry,Total,3387758.0
23306,2021,12,AK,Total Electric Power Industry,Total,554213.0
23341,2021,12,AL,Total Electric Power Industry,Total,12204183.0
23375,2021,12,AR,Total Electric Power Industry,Total,4621158.0
23415,2021,12,AZ,Total Electric Power Industry,Total,8209164.0
23451,2021,12,CA,Total Electric Power Industry,Total,15234969.0
23514,2021,12,CO,Total Electric Power Industry,Total,4907084.0
23561,2021,12,CT,Total Electric Power Industry,Total,3838804.0
23602,2021,12,DC,Total Electric Power Industry,Total,16973.0
23613,2021,12,DE,Total Electric Power Industry,Total,454076.0
23643,2021,12,FL,Total Electric Power Industry,Total,18171804.0
23689,2021,12,GA,Total Electric Power Industry,Total,9838752.0
23734,2021,12,HI,Total Electric Power Industry,Total,779425.0
23774,2021,12,IA,Total Electric Power Industry,Total,5695882.0
23817,2021,12,ID,Total Electric Power Industry,Total,1656048.0
23855,2021,12,IL,Total Electric Power Industry,Total,16120385.0
23905,2021,12,IN,Total Electric Power Industry,Total,7271621.0
23950,2021,12,KS,Total Electric Power Industry,Total,5253161.0
23977,2021,12,KY,Total Electric Power Industry,Total,5005797.0
24003,2021,12,LA,Total Electric Power Industry,Total,7894614.0
24040,2021,12,MA,Total Electric Power Industry,Total,1427563.0
24086,2021,12,MD,Total Electric Power Industry,Total,3007203.0
24128,2021,12,ME,Total Electric Power Industry,Total,971744.0
24170,2021,12,MI,Total Electric Power Industry,Total,9767606.0
24226,2021,12,MN,Total Electric Power Industry,Total,5403674.0
24276,2021,12,MO,Total Electric Power Industry,Total,6592318.0
24320,2021,12,MS,Total Electric Power Industry,Total,5406865.0
24348,2021,12,MT,Total Electric Power Industry,Total,2483213.0
24383,2021,12,NC,Total Electric Power Industry,Total,10375554.0
24433,2021,12,ND,Total Electric Power Industry,Total,3895807.0
24460,2021,12,NE,Total Electric Power Industry,Total,3469010.0
24493,2021,12,NH,Total Electric Power Industry,Total,1409448.0
24528,2021,12,NJ,Total Electric Power Industry,Total,4978191.0
24574,2021,12,NM,Total Electric Power Industry,Total,3627385.0
24608,2021,12,NV,Total Electric Power Industry,Total,3070222.0
24647,2021,12,NY,Total Electric Power Industry,Total,10434363.0
24702,2021,12,OH,Total Electric Power Industry,Total,10307597.0
24757,2021,12,OK,Total Electric Power Industry,Total,6090961.0
24794,2021,12,OR,Total Electric Power Industry,Total,6163301.0
24834,2021,12,PA,Total Electric Power Industry,Total,20872690.0
24887,2021,12,RI,Total Electric Power Industry,Total,650637.0
24912,2021,12,SC,Total Electric Power Industry,Total,7955350.0
24959,2021,12,SD,Total Electric Power Industry,Total,1684029.0
24987,2021,12,TN,Total Electric Power Industry,Total,6213506.0
25030,2021,12,TX,Total Electric Power Industry,Total,38500888.0
25156,2021,12,UT,Total Electric Power Industry,Total,3399772.0
25195,2021,12,VA,Total Electric Power Industry,Total,8085655.0
25245,2021,12,VT,Total Electric Power Industry,Total,191311.0
25274,2021,12,WA,Total Electric Power Industry,Total,11130571.0
25318,2021,12,WI,Total Electric Power Industry,Total,4739287.0
25368,2021,12,WV,Total Electric Power Industry,Total,5699551.0
25394,2021,12,WY,Total Electric Power Industry,Total,3950631.0
