GENERATION (Megawatthours)
350962.0
62136.0
154108.0
2400830.0
36299.0
316117.0
192256.0
5393.0
94938.0
4711.0
364607.0
142153.0
68356.0
479423.0
252338.0
14183.0
178332.0
615109.0
903741.0
97588.0
666788.0
294467.0
194533.0
0.0
272099.0
1062.0
17924.0
64791.0
643265.0
121998.0
627385.0
1283599.0
253877.0
0.0
81271.0
384085.0
57447.0
2208.0
12.0
205812.0
612266.0
13147622.0
126451.0
331937.0
3141.0
28075.0
139559.0
199567.0
4031284.0
1023489.0
52607.0
12417290.0
36629.0
123788.0
120682.0
1687471.0
527596.0
2294287.0
4065.0
67389.0
678169.0
7702676.0
2744341.0
1545819.0
2354505.0
383725.0
11961234.0
1060443.0
35308.0
454274.0
214176.0
6911564.0
20252.0
2183913.0
11479531.0
1593691.0
5909188.0
7924378.0
681914.0
41947893.0
132382347.0
53816.0
1012106.0
943291.0
111166.0
4640626.0
1196173.0
13513448.0
256188.0
612115.0
911931.0
4627609.0
5095129.0
221674.0
2065820.0
549112.0
2604843.0
4635236.0
227115.0
488379.0
27210836.0
205260.0
48121.0
1791822.0
1309135.0
1009953.0
43681.0
1973656.0
35041.0
1785586.0
151658.0
344119.0
29005.0
471205.0
47907.0
337614.0
823690.0
746446.0
839102.0
631596.0
2728318.0
137274.0
1804883.0
28443.0
2204479.0
41286435.0
139607169.0
416951.0
2333896.0
2101579.0
1451526.0
1286665.0
2234720.0
5229885.0
107332202.0
53337372.0
86348455.0
61737283.0
41364397.0
94322.0
27602.0
227993630.0
102646392.0
4721460.0
54854479.0
10963688.0
4449699.0
60991576.0
33280052.0
69475329.0
63497633.0
475936.0
3471174.0
2757.0
82022523.0
42688351.0
70672592.0
63535757.0
10341964.0
110756159.0
33414347.0
28818114.0
660628.0
62574.0
21893409.0
27261574.0
37266097.0
12554826.0
36250896.0
39845286.0
108593.0
2.0
94331674.0
9905268.0
78603226.0
82082918.0
2216234058.0
37112552.0
73103689.0
915002.0
94110726.0
51160713.0
47093799.0
37365468.0
51947.0
26951021.0
4610967.0
22053365.0
106658255.0
15044204.0
42977227.0
25982.0
2974363.0
9997385.0
18256917.0
1586065.0
9053749.0
5300045.0
173647234.0
20983341.0
23224603.0
590555.0
4430822.0
16524875.0
32941750.0
8676883.0
20085706.0
14574805.0
6869866.0
3203912.0
13635359.0
18234662.0
9138170.0
9464488.0
16680566.0
53297915.0
13187732.0
11469702.0
74373104.0
108186770.0
43474125.0
14614496.0
230502987.0
7840292.0
3103724.0
7900910.0
465366.0
317632263.0
1614168959.0
4947012.0
17527389.0
1229589.0
12882338.0
11783588.0
17250096.0
4050482.0
5943528.0
142955138.0
60230136.0
108608533.0
196727105.0
56737718.0
44123571.0
218238.0
4039971.0
244401034.0
126530744.0
9188093.0
66120267.0
16948588.0
181859368.0
94565164.0
56745953.0
70554263.0
98061963.0
19366997.0
39719295.0
10952775.0
116045383.0
59628021.0
77815979.0
68713326.0
24466639.0
131262683.0
42705233.0
38644645.0
17434992.0
61386525.0
35271295.0
41880183.0
125226023.0
123335607.0
80564126.0
61081837.0
241648360.0
8035014.0
99924403.0
17834631.0
81478885.0
483561772.0
4115540153.0
42656778.0
94309018.0
2147736.0
109122717.0
65478673.0
65630557.0
43650670.0
